0,0,0,
0,0,0,
0.000511247,0,0,
0.00102249,0,0,
0.00153374,0,0,
0.00204499,0,0,
0.00255624,0,0,
0.00306748,0,0,
0.00357873,0,0,
0.00408998,0,0,
0.00460123,0,0,
0.00511247,0,0,
0.00562372,0,0,
0.00613497,0,0,
0.00664622,0,0,
0.00715746,0,0,
0.00766871,0,0,
0.00817996,0,0,
0.00869121,0,0,
0.00920245,0,0,
0.0097137,0,0,
0.0102249,0,0,
0.0107362,0,0,
0.0112474,0,0,
0.0117587,0,0,
0.0122699,0,0,
0.0127812,0,0,
0.0132924,0,0,
0.0138037,0,0,
0.0143149,0,0,
0.0148262,0,0,
0.0153374,0,0,
0.0158487,0,0,
0.0163599,0,0,
0.0168712,0,0,
0.0173824,0,0,
0.0178937,0,0,
0.0184049,0,0,
0.0189162,0,0,
0.0194274,0,0,
0.0199387,0,0,
0.0204499,0,0,
0.0209611,0,0,
0.0214724,0,0,
0.0219836,0,0,
0.0224949,0,0,
0.0230061,0,0,
0.0235174,0,0,
0.0240286,0,0,
0.0245399,0,0,
0.0250511,0,0,
0.0255624,0,0,
0.0260736,0,0,
0.0265849,0,0,
0.0270961,0,0,
0.0276074,0,0,
0.0281186,0,0,
0.0286299,0,0,
0.0291411,0,0,
0.0296524,0,0,
0.0301636,0,0,
0.0306748,0,0,
0.0311861,0,0,
0.0316973,0,0,
0.0322086,0,0,
0.0327198,0,0,
0.0332311,0,0,
0.0337423,0,0,
0.0342536,0,0,
0.0347648,0,0,
0.0352761,0,0,
0.0357873,0,0,
0.0362986,0,0,
0.0368098,0,0,
0.0373211,0,0,
0.0378323,0,0,
0.0383436,0,0,
0.0388548,0,0,
0.0393661,0,0,
0.0398773,0,0,
0.0403885,0,0,
0.0408998,0,0,
0.041411,0,0,
0.0419223,0,0,
0.0424335,0,0,
0.0429448,0,0,
0.043456,0,0,
0.0439673,0,0,
0.0444785,0,0,
0.0449898,0,0,
0.045501,0,0,
0.0460123,0,0,
0.0465235,0,0,
0.0470348,0,0,
0.047546,0,0,
0.0480573,0,0,
0.0485685,0,0,
0.0490798,0,0,
0.049591,0,0,
0.0501022,0,0,
0.0506135,0,0,
0.0511247,0,0,
